2022-23 Regular Season																
DATE	OPP	RESULT	MIN	FG	FG%	3PT	3P%	FT	FT%	REB	AST	BLK	STL	PF	TO	PTS
Thu 11/9	@BOS	L  128-112	20	3-6	50	1-4	25	5-6	83.3	10	1	0	0	4	1	12
Tue 11/7	vsOKC	W  112-103	26	4-7	57.1	1-2	50	2-4	50	12	1	2	2	5	1	11
Sat 11/4	vsCLE	L  112-88	24	3-5	60	0-1	0	0-0	0	4	1	1	2	4	2	6
Thu 11/2	@MIL	L  116-91	33	6-9	66.7	2-3	66.7	2-2	100	10	1	1	0	1	2	16
NOVEMBER			24.9	4.0-7.6	52.5	1.9-3.6	51.7	1.9-2.4	78.9	7.8	1.3	1	0.6	3.1	1.6	11.8
DATE	OPP	RESULT	MIN	FG	FG%	3PT	3P%	FT	FT%	REB	AST	BLK	STL	PF	TO	PTS
Tue 10/31	@MIL	L  110-108	30	4-9	44.4	0-2	0	3-4	75	11	2	1	0	5	2	11
Mon 10/30	vsGS	W  128-114	33	6-10	60	2-5	40	10-11	90.9	13	0	0	0	3	0	24
Sat 10/28	vsATL	L  136-112	29	6-11	54.5	2-5	40	3-5	60	8	1	1	0	2	0	17
Thu 10/26	vsATL	L  118-113	27	2-6	33.3	0-4	0	3-4	75	9	0	1	0	0	0	7
Wed 10/25	@WSH	L  120-99	27	5-11	45.5	1-4	25	2-2	100	10	1	0	0	2	0	13
Sun 10/22	@IND	L  124-115	30	2-10	20	1-4	25	6-10	60	17	2	0	0	5	2	11
Sat 10/21	@NY	L  130-106	30	3-9	33.3	1-6	16.7	1-4	25	10	1	1	1	3	1	8
Thu 10/19	vsORL	W  113-109	26	3-6	50	1-4	25	7-8	87.5	5	3	0	2	2	0	14
OCTOBER			29	3.9-9.0	43.1	1.0-4.3	23.5	4.4-6.0	72.9	10.4	1.3	0.5	0.4	2.8	0.6	13.1
