2022-23 Regular Season																
DATE	OPP	RESULT	MIN	FG	FG%	3PT	3P%	FT	FT%	REB	AST	BLK	STL	PF	TO	PTS
Sat 12/16	@CLE	L  118-112	30	5-9	55.6	2-5	40	0-0	0	11	0	0	0	4	0	12
Thu 12/14	vsGS	W  125-119	31	8-11	72.7	2-3	66.7	3-5	60	2	3	1	2	5	2	21
Tue 12/12	vsMIA	L  87-82	35	4-9	44.4	2-3	66.7	5-6	83.3	13	2	4	1	5	1	15
Sun 12/10	vsBKN	L  136-133	30	6-11	54.5	1-3	33.3	3-5	60	3	2	1	0	5	1	16
Sat 12/9	vsWSH	W  121-111	30	4-8	50	1-2	50	5-6	83.3	6	0	0	1	3	2	14
Thu 12/7	@MIN	L  121-115	34	8-11	72.7	4-6	66.7	3-4	75	7	0	4	0	2	2	23
Mon 12/4	@POR	L  116-100	28	10-17	58.8	3-6	50	1-1	100	9	2	0	0	5	4	24
Sat 12/2	@UTAH	L  139-119	26	7-9	77.8	2-4	50	2-2	100	4	1	1	1	3	3	18
DECEMBER			29.8	5.9-10.3	57.1	1.7-3.9	44.1	2.8-3.8	73.7	7.3	1.5	1.6	0.7	3.5	1.7	16.3
DATE	OPP	RESULT	MIN	FG	FG%	3PT	3P%	FT	FT%	REB	AST	BLK	STL	PF	TO	PTS
Thu 11/30	@SAC	L  137-114	28	2-9	22.2	0-3	0	0-2	0	6	0	3	0	2	1	4
Tue 11/28	@LAL	W  116-115	35	7-17	41.2	1-7	14.3	0-0	0	13	4	3	0	2	0	15
Mon 11/27	@LAC	L  114-100	20	3-9	33.3	1-6	16.7	2-3	66.7	5	0	0	0	4	3	9
Sat 11/25	vsBKN	W  128-117	34	9-11	81.8	2-3	66.7	3-4	75	8	3	2	0	0	1	23
Thu 11/23	vsMIN	L  115-101	33	12-17	70.6	7-9	77.8	0-0	0	7	2	1	4	4	1	31
Tue 11/21	vsORL	W  123-102	26	3-9	33.3	0-3	0	4-4	100	5	1	3	1	3	1	10
Sun 11/19	vsORL	W  114-113	34	8-13	61.5	1-1	100	3-4	75	11	0	1	1	4	2	20
Sat 11/18	@HOU	W  99-91	26	5-8	62.5	0-0	0	7-9	77.8	7	1	4	0	4	2	17
Thu 11/16	@CHA	W  125-113	31	7-10	70	1-2	50	5-6	83.3	10	3	3	1	3	2	20
Sun 11/12	vsTOR	W  118-104	27	5-8	62.5	2-3	66.7	7-8	87.5	10	0	2	0	4	1	19
Thu 11/9	vsDEN	L  122-119	26	5-11	45.5	0-4	0	4-5	80	11	2	3	1	5	0	14
Tue 11/7	vsNO	W  129-122	37	11-18	61.1	4-7	57.1	11-11	100	12	1	3	0	4	1	37
Sat 11/4	vsMIA	W  101-99	31	7-9	77.8	1-2	50	1-3	33.3	7	1	3	0	4	3	16
NOVEMBER			29.8	6.5-11.5	56.4	1.5-3.8	40	3.6-4.5	79.7	8.6	1.4	2.4	0.6	3.3	1.4	18.1
DATE	OPP	RESULT	MIN	FG	FG%	3PT	3P%	FT	FT%	REB	AST	BLK	STL	PF	TO	PTS
Tue 10/31	@BKN	L  116-109	20	2-8	25	0-3	0	3-6	50	5	2	2	0	3	4	7
Sat 10/28	@WSH	W  127-117	32	7-14	50	3-4	75	10-10	100	10	2	5	0	4	2	27
Thu 10/26	@CHI	L  124-109	24	1-7	14.3	0-4	0	3-3	100	6	2	4	1	2	2	5
OCTOBER			25.7	3.3-9.7	34.5	1.0-3.7	27.3	5.3-6.3	84.2	7	2	3.7	0.3	3	2.7	13
